Cluster_category,date_ym,n,n_id,n_id_distinct
Management and treatment,2000-03,1550,1550,1115
Management and treatment,2000-04,1310,1310,950
Management and treatment,2000-05,1510,1510,1085
Management and treatment,2000-06,1580,1580,1170
Management and treatment,2000-07,1415,1415,1045
Management and treatment,2000-08,1460,1460,1075
Management and treatment,2000-09,1395,1395,1055
Management and treatment,2000-10,1415,1415,1065
Management and treatment,2000-11,1460,1460,1080
Management and treatment,2000-12,1220,1220,915
Management and treatment,2001-01,2210,2210,1675
Management and treatment,2001-02,1335,1335,1005
Management and treatment,2001-03,1470,1470,1105
Management and treatment,2001-04,1355,1355,1045
Management and treatment,2001-05,1535,1535,1160
Management and treatment,2001-06,1555,1555,1155
Management and treatment,2001-07,1490,1490,1105
Management and treatment,2001-08,1595,1595,1165
Management and treatment,2001-09,1455,1455,1115
Management and treatment,2001-10,1605,1605,1195
Management and treatment,2001-11,1535,1535,1140
Management and treatment,2001-12,1345,1345,1040
Management and treatment,2002-01,2245,2245,1685
Management and treatment,2002-02,1360,1360,1040
Management and treatment,2002-03,1470,1470,1090
Management and treatment,2002-04,1430,1430,1080
Management and treatment,2002-05,1485,1485,1135
Management and treatment,2002-06,1250,1250,970
Management and treatment,2002-07,1440,1440,1085
Management and treatment,2002-08,1300,1300,980
Management and treatment,2002-09,1310,1310,1030
Management and treatment,2002-10,1440,1440,1070
Management and treatment,2002-11,1330,1330,1005
Management and treatment,2002-12,1165,1165,870
Management and treatment,2003-01,2200,2200,1690
Management and treatment,2003-02,1225,1225,915
Management and treatment,2003-03,1405,1405,1065
Management and treatment,2003-04,1320,1320,1025
Management and treatment,2003-05,1310,1310,990
Management and treatment,2003-06,1460,1460,1135
Management and treatment,2003-07,1610,1610,1205
Management and treatment,2003-08,1595,1595,1115
Management and treatment,2003-09,1710,1710,1270
Management and treatment,2003-10,1680,1680,1250
Management and treatment,2003-11,1460,1460,1100
Management and treatment,2003-12,1545,1545,1150
Management and treatment,2004-01,2275,2275,1760
Management and treatment,2004-02,1640,1640,1230
Management and treatment,2004-03,1685,1685,1255
Management and treatment,2004-04,1555,1555,1170
Management and treatment,2004-05,1430,1430,1105
Management and treatment,2004-06,1670,1670,1195
Management and treatment,2004-07,1640,1640,1185
Management and treatment,2004-08,1510,1510,1120
Management and treatment,2004-09,1755,1755,1255
Management and treatment,2004-10,1735,1735,1250
Management and treatment,2004-11,1825,1825,1335
Management and treatment,2004-12,1550,1550,1155
Management and treatment,2005-01,2255,2255,1710
Management and treatment,2005-02,1665,1665,1230
Management and treatment,2005-03,1785,1785,1275
Management and treatment,2005-04,1745,1745,1240
Management and treatment,2005-05,1680,1680,1220
Management and treatment,2005-06,1755,1755,1265
Management and treatment,2005-07,1775,1775,1305
Management and treatment,2005-08,1845,1845,1345
Management and treatment,2005-09,1820,1820,1380
Management and treatment,2005-10,1900,1900,1395
Management and treatment,2005-11,1960,1960,1470
Management and treatment,2005-12,1600,1600,1190
Management and treatment,2006-01,2550,2550,1915
Management and treatment,2006-02,1835,1835,1375
Management and treatment,2006-03,2005,2005,1465
Management and treatment,2006-04,1735,1735,1275
Management and treatment,2006-05,2075,2075,1500
Management and treatment,2006-06,2235,2235,1650
Management and treatment,2006-07,1950,1950,1425
Management and treatment,2006-08,2225,2225,1610
Management and treatment,2006-09,1905,1905,1405
Management and treatment,2006-10,2055,2055,1515
Management and treatment,2006-11,2195,2195,1620
Management and treatment,2006-12,1880,1880,1440
Management and treatment,2007-01,2800,2800,2080
Management and treatment,2007-02,2025,2025,1450
Management and treatment,2007-03,2145,2145,1560
Management and treatment,2007-04,1930,1930,1405
Management and treatment,2007-05,2145,2145,1555
Management and treatment,2007-06,2065,2065,1515
Management and treatment,2007-07,2130,2130,1545
Management and treatment,2007-08,2055,2055,1540
Management and treatment,2007-09,2030,2030,1555
Management and treatment,2007-10,2400,2400,1765
Management and treatment,2007-11,2400,2400,1820
Management and treatment,2007-12,1915,1915,1420
Management and treatment,2008-01,2990,2990,2190
Management and treatment,2008-02,2295,2295,1715
Management and treatment,2008-03,2155,2155,1530
Management and treatment,2008-04,2245,2245,1625
Management and treatment,2008-05,1925,1925,1455
Management and treatment,2008-06,2090,2090,1555
Management and treatment,2008-07,2215,2215,1620
Management and treatment,2008-08,1980,1980,1470
Management and treatment,2008-09,2205,2205,1655
Management and treatment,2008-10,2515,2515,1815
Management and treatment,2008-11,2150,2150,1590
Management and treatment,2008-12,2090,2090,1520
Management and treatment,2009-01,2785,2785,2090
Management and treatment,2009-02,2140,2140,1615
Management and treatment,2009-03,2555,2555,1815
Management and treatment,2009-04,2195,2195,1610
Management and treatment,2009-05,2185,2185,1585
Management and treatment,2009-06,2560,2560,1875
Management and treatment,2009-07,2665,2665,1910
Management and treatment,2009-08,2330,2330,1695
Management and treatment,2009-09,2835,2835,2095
Management and treatment,2009-10,2840,2840,2105
Management and treatment,2009-11,2720,2720,2055
Management and treatment,2009-12,2410,2410,1810
Management and treatment,2010-01,3135,3135,2310
Management and treatment,2010-02,2600,2600,1930
Management and treatment,2010-03,3125,3125,2220
Management and treatment,2010-04,2590,2590,1920
Management and treatment,2010-05,2605,2605,1920
Management and treatment,2010-06,2945,2945,2155
Management and treatment,2010-07,2895,2895,2110
Management and treatment,2010-08,2735,2735,2020
Management and treatment,2010-09,3070,3070,2280
Management and treatment,2010-10,3125,3125,2255
Management and treatment,2010-11,3215,3215,2355
Management and treatment,2010-12,2980,2980,2125
Management and treatment,2011-01,3625,3625,2665
Management and treatment,2011-02,3080,3080,2235
Management and treatment,2011-03,3540,3540,2470
Management and treatment,2011-04,2810,2810,2060
Management and treatment,2011-05,3275,3275,2365
Management and treatment,2011-06,3505,3505,2440
Management and treatment,2011-07,3180,3180,2325
Management and treatment,2011-08,3530,3530,2425
Management and treatment,2011-09,3485,3485,2505
Management and treatment,2011-10,3760,3760,2585
Management and treatment,2011-11,3700,3700,2595
Management and treatment,2011-12,3375,3375,2300
Management and treatment,2012-01,4280,4280,3080
Management and treatment,2012-02,3875,3875,2595
Management and treatment,2012-03,4395,4395,3025
Management and treatment,2012-04,3580,3580,2505
Management and treatment,2012-05,4235,4235,2895
Management and treatment,2012-06,3575,3575,2515
Management and treatment,2012-07,3895,3895,2700
Management and treatment,2012-08,4025,4025,2880
Management and treatment,2012-09,3915,3915,2780
Management and treatment,2012-10,4740,4740,3305
Management and treatment,2012-11,4480,4480,3025
Management and treatment,2012-12,3710,3710,2600
Management and treatment,2013-01,5280,5280,3730
Management and treatment,2013-02,4270,4270,2930
Management and treatment,2013-03,4265,4265,2980
Management and treatment,2013-04,4590,4590,3160
Management and treatment,2013-05,4610,4610,3145
Management and treatment,2013-06,4735,4735,3300
Management and treatment,2013-07,5065,5065,3440
Management and treatment,2013-08,4550,4550,3085
Management and treatment,2013-09,4930,4930,3410
Management and treatment,2013-10,5370,5370,3655
Management and treatment,2013-11,5095,5095,3445
Management and treatment,2013-12,4690,4690,3150
Management and treatment,2014-01,5980,5980,4060
Management and treatment,2014-02,5500,5500,3670
Management and treatment,2014-03,5935,5935,4135
Management and treatment,2014-04,5205,5205,3470
Management and treatment,2014-05,5220,5220,3605
Management and treatment,2014-06,5820,5820,3905
Management and treatment,2014-07,6435,6435,4410
Management and treatment,2014-08,6110,6110,4160
Management and treatment,2014-09,8465,8465,5775
Management and treatment,2014-10,6810,6810,4495
Management and treatment,2014-11,5800,5800,4090
Management and treatment,2014-12,5705,5705,3880
Management and treatment,2015-01,6970,6970,4690
Management and treatment,2015-02,6320,6320,4385
Management and treatment,2015-03,8085,8085,5505
Management and treatment,2015-04,6470,6470,4405
Management and treatment,2015-05,6540,6540,4425
Management and treatment,2015-06,7610,7610,5045
Management and treatment,2015-07,7855,7855,5125
Management and treatment,2015-08,6780,6780,4645
Management and treatment,2015-09,7880,7880,5350
Management and treatment,2015-10,8335,8335,5560
Management and treatment,2015-11,8225,8225,5505
Management and treatment,2015-12,7940,7940,5215
Management and treatment,2016-01,8970,8970,6045
