"dataset","date_ym","n","n_id","n_distinct"
"OutPatient Referral Dataset",201007,92920,92645,85690
"OutPatient Referral Dataset",201008,84585,84325,78245
"OutPatient Referral Dataset",201009,93050,92770,85700
"OutPatient Referral Dataset",201010,88475,88210,81840
"OutPatient Referral Dataset",201011,90960,90735,84075
"OutPatient Referral Dataset",201012,67600,67440,62835
"OutPatient Referral Dataset",201101,84200,84005,77750
"OutPatient Referral Dataset",201102,85450,85230,79125
"OutPatient Referral Dataset",201103,97025,96765,89700
"OutPatient Referral Dataset",201104,81270,81050,75555
"OutPatient Referral Dataset",201105,90675,90430,84015
"OutPatient Referral Dataset",201106,95405,95165,87975
"OutPatient Referral Dataset",201107,87710,87465,81030
"OutPatient Referral Dataset",201108,87800,87590,80935
"OutPatient Referral Dataset",201109,89730,89505,82750
"OutPatient Referral Dataset",201110,87420,87175,80900
"OutPatient Referral Dataset",201111,90680,90460,83710
"OutPatient Referral Dataset",201112,76870,76695,71165
"OutPatient Referral Dataset",201201,91670,91480,84400
"OutPatient Referral Dataset",201202,90415,90210,83590
"OutPatient Referral Dataset",201203,95395,95185,88400
"OutPatient Referral Dataset",201204,86650,86460,79935
"OutPatient Referral Dataset",201205,103435,103200,94855
"OutPatient Referral Dataset",201206,85920,85715,79390
"OutPatient Referral Dataset",201207,96735,96485,88940
"OutPatient Referral Dataset",201208,89005,88770,82110
"OutPatient Referral Dataset",201209,86820,86635,80160
"OutPatient Referral Dataset",201210,101640,101435,93145
"OutPatient Referral Dataset",201211,93260,93050,85680
"OutPatient Referral Dataset",201212,71920,71765,66670
"OutPatient Referral Dataset",201301,91090,90950,83780
"OutPatient Referral Dataset",201302,88490,88365,81690
"OutPatient Referral Dataset",201303,89080,88955,82170
"OutPatient Referral Dataset",201304,96670,96540,88760
"OutPatient Referral Dataset",201305,98875,98735,90880
"OutPatient Referral Dataset",201306,94200,94070,86340
"OutPatient Referral Dataset",201307,104230,104060,95195
"OutPatient Referral Dataset",201308,87625,87470,80525
"OutPatient Referral Dataset",201309,93780,93640,85780
"OutPatient Referral Dataset",201310,103505,103310,94340
"OutPatient Referral Dataset",201311,91720,91565,83945
"OutPatient Referral Dataset",201312,80830,80715,74180
"OutPatient Referral Dataset",201401,100025,99875,91075
"OutPatient Referral Dataset",201402,90900,90750,83440
"OutPatient Referral Dataset",201403,96250,96060,88100
"OutPatient Referral Dataset",201404,97535,96955,88670
"OutPatient Referral Dataset",201405,100055,99565,90880
"OutPatient Referral Dataset",201406,102400,101925,92630
"OutPatient Referral Dataset",201407,108020,107395,97315
"OutPatient Referral Dataset",201408,87600,87075,79670
"OutPatient Referral Dataset",201409,104945,104365,95030
"OutPatient Referral Dataset",201410,114425,114200,103235
"OutPatient Referral Dataset",201411,100630,100470,91230
"OutPatient Referral Dataset",201412,94680,94480,85750
"OutPatient Referral Dataset",201501,102510,102325,92775
"OutPatient Referral Dataset",201502,101470,101285,92320
"OutPatient Referral Dataset",201503,113040,112810,102440
"OutPatient Referral Dataset",201504,105055,104755,95590
"OutPatient Referral Dataset",201505,100390,100100,91420
"OutPatient Referral Dataset",201506,114750,114395,103645
"OutPatient Referral Dataset",201507,116660,116320,105260
"OutPatient Referral Dataset",201508,96435,96115,87695
"OutPatient Referral Dataset",201509,112620,112310,101640
"OutPatient Referral Dataset",201510,113590,113265,102550
"OutPatient Referral Dataset",201511,108885,108555,98680
"OutPatient Referral Dataset",201512,98630,98345,89410
"OutPatient Referral Dataset",201601,106700,106360,96410
"OutPatient Referral Dataset",201602,111260,110945,100840
"OutPatient Referral Dataset",201603,112465,112200,101855
"OutPatient Referral Dataset",201604,112650,112365,102210
"OutPatient Referral Dataset",201605,113120,112835,102375
"OutPatient Referral Dataset",201606,114965,114640,103825
"OutPatient Referral Dataset",201607,108175,107835,97530
"OutPatient Referral Dataset",201608,106700,106220,96270
"OutPatient Referral Dataset",201609,112880,112210,101280
"OutPatient Referral Dataset",201610,108875,108530,98700
"OutPatient Referral Dataset",201611,112420,112220,101795
"OutPatient Referral Dataset",201612,93665,93475,85160
"OutPatient Referral Dataset",201701,109495,109285,98850
"OutPatient Referral Dataset",201702,104800,104585,95330
"OutPatient Referral Dataset",201703,122495,122250,110500
"OutPatient Referral Dataset",201704,99925,99600,90550
"OutPatient Referral Dataset",201705,117920,117610,105985
"OutPatient Referral Dataset",201706,116860,116600,105055
"OutPatient Referral Dataset",201707,109930,109595,98430
"OutPatient Referral Dataset",201708,115395,115035,96290
"OutPatient Referral Dataset",201709,107315,107025,96390
"OutPatient Referral Dataset",201710,115930,115740,104000
"OutPatient Referral Dataset",201711,111440,111260,100115
"OutPatient Referral Dataset",201712,87930,87785,79565
"OutPatient Referral Dataset",201801,110330,110155,98765
"OutPatient Referral Dataset",201802,105010,104840,94400
"OutPatient Referral Dataset",201803,107935,107755,97060
"OutPatient Referral Dataset",201804,111105,110880,99525
"OutPatient Referral Dataset",201805,120105,119825,107035
"OutPatient Referral Dataset",201806,115355,115090,102735
"OutPatient Referral Dataset",201807,116505,116190,104000
"OutPatient Referral Dataset",201808,110435,110115,98620
"OutPatient Referral Dataset",201809,105900,105650,95020
"OutPatient Referral Dataset",201810,124500,124305,111235
"OutPatient Referral Dataset",201811,115265,115050,103190
"OutPatient Referral Dataset",201812,92785,92615,83875
"OutPatient Referral Dataset",201901,119175,119010,106550
"OutPatient Referral Dataset",201902,110060,109880,99140
"OutPatient Referral Dataset",201903,115810,115630,103925
"OutPatient Referral Dataset",201904,113035,112765,101055
"OutPatient Referral Dataset",201905,120240,119985,106965
"OutPatient Referral Dataset",201906,111835,111595,99840
"OutPatient Referral Dataset",201907,125525,125230,111030
"OutPatient Referral Dataset",201908,105460,105120,94050
"OutPatient Referral Dataset",201909,111925,111535,99385
"OutPatient Referral Dataset",201910,123095,122715,108900
"OutPatient Referral Dataset",201911,110140,109830,98115
"OutPatient Referral Dataset",201912,95550,95410,85555
"OutPatient Referral Dataset",202001,118880,118705,105705
"OutPatient Referral Dataset",202002,108605,108430,96880
"OutPatient Referral Dataset",202003,81310,81185,72975
"OutPatient Referral Dataset",202004,37710,37590,33725
"OutPatient Referral Dataset",202005,47905,47740,42625
"OutPatient Referral Dataset",202006,67635,67450,59530
"OutPatient Referral Dataset",202007,84285,84035,74460
"OutPatient Referral Dataset",202008,77395,77150,68825
"OutPatient Referral Dataset",202009,90730,90500,80460
"OutPatient Referral Dataset",202010,89890,89775,79880
"OutPatient Referral Dataset",202011,88060,87930,78500
"OutPatient Referral Dataset",202012,77980,77885,69610
"OutPatient Referral Dataset",202101,76355,76280,68065
"OutPatient Referral Dataset",202102,83695,83590,74680
"OutPatient Referral Dataset",202103,107340,107200,94835
"OutPatient Referral Dataset",202104,103550,103400,91945
"OutPatient Referral Dataset",202105,102725,102585,91230
"OutPatient Referral Dataset",202106,113135,112970,99930
"OutPatient Referral Dataset",202107,108635,108485,96105
"OutPatient Referral Dataset",202108,98515,98355,87535
"OutPatient Referral Dataset",202109,108110,107920,95505
"OutPatient Referral Dataset",202110,102015,101890,90345
"OutPatient Referral Dataset",202111,110965,110830,97670
"OutPatient Referral Dataset",202112,92415,92300,81585
"OutPatient Referral Dataset",202201,100210,100125,88435
"OutPatient Referral Dataset",202202,103445,103325,91780
"OutPatient Referral Dataset",202203,118310,118165,104095
"OutPatient Referral Dataset",202204,102675,102470,90590
"OutPatient Referral Dataset",202205,123215,123000,107375
"OutPatient Referral Dataset",202206,113980,113750,100115
"OutPatient Referral Dataset",202207,115370,115135,100900
"OutPatient Referral Dataset",202208,119030,118775,103660
"OutPatient Referral Dataset",202209,120620,120365,104570
"OutPatient Referral Dataset",202210,123370,123080,106925
"OutPatient Referral Dataset",202211,125875,125635,108905
"OutPatient Referral Dataset",202212,97410,97280,85410
"OutPatient Referral Dataset",202301,122005,121880,105755
"OutPatient Referral Dataset",202302,119405,119290,104085
"OutPatient Referral Dataset",202303,136815,136670,118045
"OutPatient Referral Dataset",202304,113755,113515,99275
"OutPatient Referral Dataset",202305,130735,130615,113070
"OutPatient Referral Dataset",202306,138770,138620,119570
"OutPatient Referral Dataset",202307,130110,129950,112530
"OutPatient Referral Dataset",202308,127355,127230,110580
"OutPatient Referral Dataset",202309,125030,124910,108995
"OutPatient Referral Dataset",202310,125315,125120,109840
"OutPatient Referral Dataset",210707,10,10,10
"Pathology Data COVID-19 Daily (Antibody Results)",200008,10,10,10
"Pathology Data COVID-19 Daily (Antibody Results)",200609,10,10,10
"Pathology Data COVID-19 Daily (Antibody Results)",200701,10,10,10
"Pathology Data COVID-19 Daily (Antibody Results)",201407,10,10,10
"Pathology Data COVID-19 Daily (Antibody Results)",202001,10,10,10
"Pathology Data COVID-19 Daily (Antibody Results)",202002,10,10,10
"Pathology Data COVID-19 Daily (Antibody Results)",202004,10,10,10
"Pathology Data COVID-19 Daily (Antibody Results)",202005,660,640,630
"Pathology Data COVID-19 Daily (Antibody Results)",202006,20980,20795,20650
"Pathology Data COVID-19 Daily (Antibody Results)",202007,32245,31940,31900
"Pathology Data COVID-19 Daily (Antibody Results)",202008,12040,11875,11860
"Pathology Data COVID-19 Daily (Antibody Results)",202009,7250,7160,7125
"Pathology Data COVID-19 Daily (Antibody Results)",202010,2395,2325,2305
"Pathology Data COVID-19 Daily (Antibody Results)",202011,375,360,355
"Pathology Data COVID-19 Daily (Antibody Results)",202012,295,265,250
"Pathology Data COVID-19 Daily (Antibody Results)",202101,285,270,250
"Pathology Data COVID-19 Daily (Antibody Results)",202102,1015,975,760
"Pathology Data COVID-19 Daily (Antibody Results)",202103,1650,1610,1175
"Pathology Data COVID-19 Daily (Antibody Results)",202104,1275,1240,1085
"Pathology Data COVID-19 Daily (Antibody Results)",202105,1150,1115,1060
"Pathology Data COVID-19 Daily (Antibody Results)",202106,1200,1175,1020
"Pathology Data COVID-19 Daily (Antibody Results)",202107,1000,980,910
"Pathology Data COVID-19 Daily (Antibody Results)",202108,905,900,835
"Pathology Data COVID-19 Daily (Antibody Results)",202109,400,385,365
"Pathology Data COVID-19 Daily (Antibody Results)",202110,795,780,730
"Pathology Data COVID-19 Daily (Antibody Results)",202111,940,920,830
"Pathology Data COVID-19 Daily (Antibody Results)",202112,480,470,440
"Pathology Data COVID-19 Daily (Antibody Results)",202201,585,575,505
"Pathology Data COVID-19 Daily (Antibody Results)",202202,455,450,380
"Pathology Data COVID-19 Daily (Antibody Results)",202203,360,355,285
"Pathology Data COVID-19 Daily (Antibody Results)",202204,140,135,95
"Pathology Data COVID-19 Daily (Antibody Results)",202205,220,215,175
"Pathology Data COVID-19 Daily (Antibody Results)",202206,145,145,130
"Pathology Data COVID-19 Daily (Antibody Results)",202207,85,75,55
"Pathology Data COVID-19 Daily (Antibody Results)",202208,220,220,185
"Pathology Data COVID-19 Daily (Antibody Results)",202209,65,60,50
"Pathology Data COVID-19 Daily (Antibody Results)",202210,60,50,45
"Pathology Data COVID-19 Daily (Antibody Results)",202211,165,160,150
"Pathology Data COVID-19 Daily (Antibody Results)",202212,55,50,45
"Pathology Data COVID-19 Daily (Antibody Results)",202301,95,85,70
"Pathology Data COVID-19 Daily (Antibody Results)",202302,130,130,110
"Pathology Data COVID-19 Daily (Antibody Results)",202303,60,55,40
"Pathology Data COVID-19 Daily (Antibody Results)",202304,10,10,10
"Pathology Data COVID-19 Daily (Antibody Results)",202305,10,10,10
"Pathology Data COVID-19 Daily (Antibody Results)",202306,10,10,10
"Pathology Data COVID-19 Daily (Antibody Results)",202307,10,10,10
"Pathology Data COVID-19 Daily (Antibody Results)",202308,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",193102,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",193109,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",193111,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",193312,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",193501,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",193601,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",193602,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",193605,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",193610,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",193612,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",193802,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",193810,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",193812,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",193905,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",193910,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",194004,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",194008,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",194009,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",194101,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",194102,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",194109,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",194302,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",194410,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",194506,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",194811,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",194902,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",194904,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",195005,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",195102,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",195109,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",195204,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",195605,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",195704,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",195707,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",195804,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",195904,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",195910,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",196002,10,10,10
"Pathology Data COVID-19 Daily (Test Results)",196012,10,10,10
